source_ru	canonical_en	layer	glossary_kind	priority	source_count	status	confidence	review_reason	notes
Е.А. Кондратьевой	E.A. Kondratevoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.А. Преображенского	E.A. Preobrazhenskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.Б. Федосеева	E.B. Fedoseeva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.В. Пикель	E.V. Pikel	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.Г. Соловьевой	E.G. Solovevoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.И. Лакиды	E.I. Lakidy	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.И. Медкова	E.I. Medkova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.И. Перлина	E.I. Perlina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.М. Бочарова	E.M. Bocharova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.М. Дебрева	E.M. Debreva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.М. Пружанской	E.M. Pruzhanskoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.М. Ярославским	E.M. Yaroslavskim	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.П. Рудневой	E.P. Rudnevoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.С. Мельниковой	E.S. Melnikovoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.Т. Тимофеева	E.T. Timofeeva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.Т. Черкасовой	E.T. Cherkasovoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.Ф. Ермолаевой	E.F. Ermolaevoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.Ф. Куликовым	E.F. Kulikovym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.Ф. Тойво-Пешина	E.F. Toivo-Peshina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.Э. Чернозубовой	E.E. Chernozubovoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Е.Я. Буклея	E.Ya. Bukleya	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
З.Е. Саркисьяна	Z.E. Sarkisyana	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
З.И. Фридмана	Z.I. Fridmana	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
З.Н. Гайдеровой	Z.N. Gaiderovoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
З.С. Синициной	Z.S. Sinitsinoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.А. Акулову	I.A. Akulovu	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.А. Данилова	I.A. Danilova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.А. Мальгина	I.A. Malgina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.А. Масленникова	I.A. Maslennikova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.В. Больших	I.V. Bolshikh	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.В. Вардин-Мгеладзе	I.V. Vardin-Mgeladze	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.В. Липковского	I.V. Lipkovskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.В. Любина	I.V. Lyubina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.Г. Жестянникова	I.G. Zhestyannikova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.Д. Зорина	I.D. Zorina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.Е. Шмундака	I.E. Shmundaka	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.З. Станкина	I.Z. Stankina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.И. Граше	I.I. Grashe	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.И. Звады	I.I. Zvady	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.И. Койген	I.I. Koigen	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.И. Носкова	I.I. Noskova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.И. Петухова	I.I. Petukhova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.И. Рейногльда	I.I. Reinoglda	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.И. Рыстика	I.I. Rystika	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.И. Соловьева	I.I. Soloveva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.К. Гогуа	I.K. Gogua	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.М. Кедрова	I.M. Kedrova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.М. Майского	I.M. Maiskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.М. Орловская-Мрачковская	I.M. Orlovskaya-Mrachkovskaya	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.М. Покатиловского	I.M. Pokatilovskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.М. Русанова	I.M. Rusanova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.Н. Дорошенко	I.N. Doroshenko	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.Н. Зеликсона	I.N. Zeliksona	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.Н. Миронова	I.N. Mironova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.П. Лукьянова	I.P. Lukyanova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.С. Кострицкого	I.S. Kostritskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.Т. Жирова	I.T. Zhirova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.Ф. Серегина	I.F. Seregina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.Ф. Флакса	I.F. Flaksa	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.Э. Якире	I.E. Yakire	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
И.Я. Одыня	I.Ya. Odynya	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
К.А. Апанасевича	K.A. Apanasevicha	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
К.А. Довганя	K.A. Dovganya	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
К.А. Оганесова	K.A. Oganesova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
К.В. Генераловой	K.V. Generalovoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
К.В. Трофимова	K.V. Trofimova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
К.Д. Мучникова	K.D. Muchnikova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
К.Д. Мучниковым	K.D. Muchnikovym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
К.Е. Дубовского	K.E. Dubovskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
К.К. Боштедта	K.K. Boshtedta	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
К.К. Мухановым	K.K. Mukhanovym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
К.М. Ерофицкого	K.M. Erofitskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
К.М. Петухова	K.M. Petukhova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
К.Н. Афонина	K.N. Afonina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
К.Ф. Лебедева	K.F. Lebedeva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
К.Я. Янсона	K.Ya. Yansona	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Л.А. Воронова	L.A. Voronova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Л.Г. Миронова	L.G. Mironova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Л.И. Мадьяра	L.I. Madyara	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Л.И. Мадьяром	L.I. Madyarom	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Л.К. Пелипейко	L.K. Pelipeiko	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Л.Л. Авербахе	L.L. Averbakhe	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Л.М. Заковского	L.M. Zakovskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Л.М. Островской	L.M. Ostrovskoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Л.П. Жашковой	L.P. Zhashkovoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Л.Ю. Брик	L.Yu. Brik	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Л.Я. Любарского	L.Ya. Lyubarskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Л.Я. Нехамкина	L.Ya. Nekhamkina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Л.Я. Файвиловичем	L.Ya. Faivilovichem	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.А. Житкова	M.A. Zhitkova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.А. Москвину	M.A. Moskvinu	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.А. Нариманова	M.A. Narimanova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.А. Розенцвейга	M.A. Rozentsveiga	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.В. Борисова	M.V. Borisova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.В. Воротникова	M.V. Vorotnikova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.В. Дубовской	M.V. Dubovskoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.В. Келдыша	M.V. Keldysha	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.В. Кузнецова	M.V. Kuznetsova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.Г. Грольмана	M.G. Grolmana	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.Г. Короп	M.G. Korop	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.Д. Багирова	M.D. Bagirova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.Д. Кочетовой	M.D. Kochetovoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.Е. Быстрова	M.E. Bystrova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.И. Ганштака	M.I. Ganshtaka	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.И. Гая	M.I. Gaya	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.И. Калинину	M.I. Kalininu	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.И. Кахиани	M.I. Kakhiani	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.И. Кащеева	M.I. Kashcheeva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.И. Крушельницкого	M.I. Krushelnitskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.И. Рябининой	M.I. Ryabininoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.И. Томской	M.I. Tomskoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.Л. Елина	M.L. Elina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.Л. Левина	M.L. Levina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.М. Домбровским	M.M. Dombrovskim	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.М. Карпова	M.M. Karpova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.М. Литвинова	M.M. Litvinova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.М. Малинова	M.M. Malinova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.М. Михайлова	M.M. Mikhailova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.М. Оскольский-Финкельштейн	M.M. Oskolskii-Finkelshtein	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.М. Харитоновым	M.M. Kharitonovym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.Н. Авдеева	M.N. Avdeeva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.Н. Дьячкова	M.N. Dyachkova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.Н. Уфимцевой	M.N. Ufimtsevoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.Н. Цинцадзе	M.N. Tsintsadze	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.П. Давыдова	M.P. Davydova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.П. Луковского	M.P. Lukovskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.П. Прибыловского	M.P. Pribylovskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.П. Стремякова	M.P. Stremyakova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.С. Голендо	M.S. Golendo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.С. Жалыбина-Быкова	M.S. Zhalybina-Bykova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.С. Панфилова	M.S. Panfilova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.С. Югова	M.S. Yugova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.Ф. Иоэльсона	M.F. Ioelsona	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.Х. Орлова	M.Kh. Orlova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.Я. Карпова	M.Ya. Karpova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
М.Я. Презента	M.Ya. Prezenta	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.А. Бобылева	N.A. Bobyleva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.А. Емельянова	N.A. Emelyanova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.А. Королева	N.A. Koroleva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.А. Углановым	N.A. Uglanovym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.В. Комогорова	N.V. Komogorova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.Г. Андрейчука	N.G. Andreichuka	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.Г. Ольховского	N.G. Olkhovskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.Г. Туманова	N.G. Tumanova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.Д. Зарицкого	N.D. Zaritskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.Е. Нилендера	N.E. Nilendera	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.И. Андреева	N.I. Andreeva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.И. Медникова	N.I. Mednikova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.И. Мильгевского	N.I. Milgevskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.И. Третьякова	N.I. Tretyakova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.И. Трубиева	N.I. Trubieva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.К. Буянского	N.K. Buyanskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.М. Букалова	N.M. Bukalova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.М. Гальперина	N.M. Galperina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.Н. Ванага	N.N. Vanaga	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.Н. Колотилина	N.N. Kolotilina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.Н. Соина	N.N. Soina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.П. Гаврилова	N.P. Gavrilova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.Р. Кикнадзе	N.R. Kiknadze	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.С. Веритовой	N.S. Veritovoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.С. Сычева	N.S. Sycheva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.С. Хрущева	N.S. Khrushcheva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Н.Ф. Печерского	N.F. Pecherskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
О.А. Лидака	O.A. Lidaka	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
О.А. Мешковской	O.A. Meshkovskoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
О.Ф. Янкуса	O.F. Yankusa	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.А. Бака	P.A. Baka	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.А. Коркину	P.A. Korkinu	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.А. Кравкова	P.A. Kravkova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.В. Чистову	P.V. Chistovu	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.Г. Орлова	P.G. Orlova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.И. Жиромского	P.I. Zhiromskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.И. Решетниченко	P.I. Reshetnichenko	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.И. Шабалкина	P.I. Shabalkina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.К. Башенкова	P.K. Bashenkova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.Н. Кашина	P.N. Kashina	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.Н. Королева	P.N. Koroleva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.Н. Рокоса	P.N. Rokosa	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.П. Григорьева	P.P. Grigoreva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.П. Северовым	P.P. Severovym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.Т. Богачева	P.T. Bogacheva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
П.Ф. Поляковым	P.F. Polyakovym	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Р.А. Грюнштейн	R.A. Gryunshtein	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Р.Г. Миндель	R.G. Mindel	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Р.И. Тодорской	R.I. Todorskoi	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Р.И. Эйхе	R.I. Eikhe	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Р.П. Катаняна	R.P. Katanyana	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
Р.Ф. Брамбилло	R.F. Brambillo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.А. Асилова	S.A. Asilova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.А. Бабенко	S.A. Babenko	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.А. Посвольского	S.A. Posvolskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.А. Раевского	S.A. Raevskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.А. Розентретера	S.A. Rozentretera	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.А. Руднева	S.A. Rudneva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.А. Саркисова	S.A. Sarkisova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.А. Туровского	S.A. Turovskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.А. Шахиджанян	S.A. Shakhidzhanyan	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.В. Мрачковском	S.V. Mrachkovskom	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.В. Носова	S.V. Nosova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.В. Слащева	S.V. Slashcheva	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.Г. Виноградова	S.G. Vinogradova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.Г. Гродзенского	S.G. Grodzenskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.Г. Семенова	S.G. Semenova	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.Г. Томсинского	S.G. Tomsinskogo	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.Е. Эйдмана	S.E. Eidmana	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
С.И. Кавтарадзе	S.I. Kavtaradze	people	person_name	low	1	auto_transliterated_needs_review	low		automatic transliteration seed; human review recommended before production glossary
