source_ru	canonical_en	layer	glossary_kind	priority	source_count	status	confidence	historical_person_tier	review_reason	g3_action	g3_review_priority	g3_review_reason	g4_action	g4_confidence	g4_review_priority	g4_review_reason	person_document_count	person_organization_count	alias_count	process_distribution	notes
В.И. Звездовым	V.I. Zvezdovym	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	5	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:2	automatic transliteration seed; human review recommended before production glossary
В.М. Рохинсона	V.M. Rokhinsona	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	5	1	КРЕМЛЕВСКОЕ ДЕЛО:2	automatic transliteration seed; human review recommended before production glossary
Г.В. Соколовым	G.V. Sokolovym	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok									2	2	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:2	automatic transliteration seed; human review recommended before production glossary
Г.И. Шварца	G.I. Shvartsa	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok									2	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:2	automatic transliteration seed; human review recommended before production glossary
Г.С. Фридлянда	G.S. Fridlyanda	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	7	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
Г.Я. Маренко	G.Ya. Marenko	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok									2	2	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
Гавен	Gaven	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	7	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
Д.З. Мануильскому	D.Z. Manuilskomu	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	5	1	КРЕМЛЕВСКОЕ ДЕЛО:1 | ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
Д.И. Антипаса	D.I. Antipasa	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	4	1	КРЕМЛЕВСКОЕ ДЕЛО:2	automatic transliteration seed; human review recommended before production glossary
Д.С. Азбеля	D.S. Azbelya	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	4	1	КРЕМЛЕВСКОЕ ДЕЛО:2	automatic transliteration seed; human review recommended before production glossary
Д.Т. Шермергорна	D.T. Shermergorna	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	6	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
Е.М. Манюрин-Броварский	E.M. Manyurin-Brovarskii	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
Е.М. Рыбальченко	E.M. Rybalchenko	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok									2	2	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:2	automatic transliteration seed; human review recommended before production glossary
Е.О. Симак	E.O. Simak	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	3	1	КРЕМЛЕВСКОЕ ДЕЛО:2	automatic transliteration seed; human review recommended before production glossary
Е.Р. Майера	E.R. Maiera	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
З.Д. Ханик	Z.D. Khanik	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	5	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:2	automatic transliteration seed; human review recommended before production glossary
И.Е. Коваленко	I.E. Kovalenko	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok									2	2	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
И.И. Тарасовым	I.I. Tarasovym	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok									2	2	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:2	automatic transliteration seed; human review recommended before production glossary
И.М. Бык-Бек	I.M. Byk-Bek	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	6	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
И.О. Гольденберга	I.O. Goldenberga	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
И.П. Крыженко	I.P. Kryzhenko	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok									2	0	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
И.С. Эстермана	I.S. Estermana	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	3	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
И.Т. Ляшенко	I.T. Lyashenko	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok									2	2	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
К.А. Озола	K.A. Ozola	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok									2	2	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
К.Б. Берман-Юрин	K.B. Berman-Yurin	people	person_name	low	2	auto_transliterated_needs_review	low	tier3_high_org_context			low	person_multiple_org_contexts_not_approved					2	8	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
К.С. Модебадзе	K.S. Modebadze	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	6	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:2	automatic transliteration seed; human review recommended before production glossary
Л.В. Когану	L.V. Koganu	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	3	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:2	automatic transliteration seed; human review recommended before production glossary
Л.Д. Гогоберидзе	L.D. Gogoberidze	people	person_name	low	2	auto_transliterated_needs_review	low	tier3_high_org_context			low	person_multiple_org_contexts_not_approved					2	9	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Л.Е. Тамма	L.E. Tamma	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
Л.И. Перельштейн	L.I. Perelshtein	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	4	1	КРЕМЛЕВСКОЕ ДЕЛО:2	automatic transliteration seed; human review recommended before production glossary
Л.И. Сосицким	L.I. Sositskim	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok									2	2	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:1 | ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
Л.П. Берии	L.P. Berii	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	4	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Л.С. Мамишвили-Мишкевич	L.S. Mamishvili-Mishkevich	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	6	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Л.С. Тер-Минасов	L.S. Ter-Minasov	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	6	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Л.Х. Розенблюма	L.Kh. Rozenblyuma	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	5	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
М.Б. Черномордику	M.B. Chernomordiku	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok									2	2	1	КРЕМЛЕВСКОЕ ДЕЛО:2	automatic transliteration seed; human review recommended before production glossary
М.В. Михайлика	M.V. Mikhailika	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	3	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
М.М. Чередниченко	M.M. Cherednichenko	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	5	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
Н.Л. Лурье	N.L. Lure	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	6	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
Н.Н. Мищенко	N.N. Mishchenko	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok									2	2	1	КРЕМЛЕВСКОЕ ДЕЛО:2	automatic transliteration seed; human review recommended before production glossary
О.П. Дзениса	O.P. Dzenisa	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
П.А. Липшица	P.A. Lipshitsa	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	7	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
Пригожин	Prigozhin	people	person_name	low	2	auto_transliterated_needs_review	low	tier3_high_org_context			low	person_multiple_org_contexts_not_approved					2	8	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
Р.А. Петерсона	R.A. Petersona	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok									2	2	1	КРЕМЛЕВСКОЕ ДЕЛО:2	automatic transliteration seed; human review recommended before production glossary
Р.С. Беннет	R.S. Bennet	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	6	1	КРЕМЛЕВСКОЕ ДЕЛО:2	automatic transliteration seed; human review recommended before production glossary
Радин	Radin	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	7	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:2	automatic transliteration seed; human review recommended before production glossary
С.А. Гоглидзе	S.A. Goglidze	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	4	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:2	automatic transliteration seed; human review recommended before production glossary
С.М. Закс-Гладнев	S.M. Zaks-Gladnev	people	person_name	low	2	auto_transliterated_needs_review	low	tier3_high_org_context			low	person_multiple_org_contexts_not_approved					2	8	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1 | ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
С.О. Мандельштама	S.O. Mandelshtama	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok									2	2	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:2	automatic transliteration seed; human review recommended before production glossary
С.Я. Бабахана	S.Ya. Babakhana	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	5	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
Ф.И. Вайсберга	F.I. Vaisberga	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
Э.Б. Абрамсона	E.B. Abramsona	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok									2	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:2	automatic transliteration seed; human review recommended before production glossary
Ю.Б. Тартаковской	Yu.B. Tartakovskoi	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok									2	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:2	automatic transliteration seed; human review recommended before production glossary
Я.Д. Лейбмана	Ya.D. Leibmana	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok									2	2	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:2	automatic transliteration seed; human review recommended before production glossary
Я.С. Розановым	Ya.S. Rozanovym	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	3	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
Я.Я. Упмал-Ангарский	Ya.Ya. Upmal-Angarskii	people	person_name	low	2	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					2	6	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:2	automatic transliteration seed; human review recommended before production glossary
А.А. Гардин-Гейер	A.A. Gardin-Geier	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	КРЕМЛЕВСКОЕ ДЕЛО:1	automatic transliteration seed; human review recommended before production glossary
А.А. Жданову	A.A. Zhdanovu	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
А.В. Перимовым	A.V. Perimovym	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
А.Д. Арефьевым	A.D. Arefevym	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
А.Д. Бронштейне	A.D. Bronshteine	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
А.И. Анишевым	A.I. Anishevym	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
А.И. Бриггиса	A.I. Briggisa	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
А.И. Зильбермана	A.I. Zilbermana	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
А.И. Никитинской	A.I. Nikitinskoi	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	КРЕМЛЕВСКОЕ ДЕЛО:1	automatic transliteration seed; human review recommended before production glossary
А.И. Рамм-Пфемферт	A.I. Ramm-Pfemfert	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	0	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
А.И. Толмазовым	A.I. Tolmazovym	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	2	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
А.К. Бормана	A.K. Bormana	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	2	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
А.К. Язовских	A.K. Yazovskikh	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
А.Л. Голоступеца	A.L. Golostupetsa	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	КРЕМЛЕВСКОЕ ДЕЛО:1	automatic transliteration seed; human review recommended before production glossary
А.М. Луцука	A.M. Lutsuka	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
А.М. Непомнящего	A.M. Nepomnyashchego	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	0	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
А.Н. Поскребышеву	A.N. Poskrebyshevu	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	0	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
А.Н. Слепковым	A.N. Slepkovym	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
А.О. Голлендера	A.O. Gollendera	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
А.С. Булину	A.S. Bulinu	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
А.С. Оввян	A.S. Ovvyan	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	2	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
А.Я. Аросеве	A.Ya. Aroseve	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
Б.А. Двинскому	B.A. Dvinskomu	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Б.Г. Мдивани	B.G. Mdivani	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
Б.Д. Берману	B.D. Bermanu	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Б.З. Ливянта	B.Z. Livyanta	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
Б.М. Беккера	B.M. Bekkera	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
Б.П. Нестеровым	B.P. Nesterovym	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	2	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
Б.Э. Раткая	B.E. Ratkaya	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
В.А. Антонов-Овсеенко	V.A. Antonov-Ovseenko	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	2	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
В.А. Ваганяна	V.A. Vaganyana	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
В.В. Ломинадзе	V.V. Lominadze	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
В.В. Ульриху	V.V. Ulrikhu	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
В.Д. Вуйовичем	V.D. Vuiovichem	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	5	1	КРЕМЛЕВСКОЕ ДЕЛО:1	automatic transliteration seed; human review recommended before production glossary
В.И. Демченко	V.I. Demchenko	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	2	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
В.К. Путны	V.K. Putny	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	5	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
В.М. Меерсона	V.M. Meersona	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
В.Н. Гутман	V.N. Gutman	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	2	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
В.П. Шевелев-Лубков	V.P. Shevelev-Lubkov	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
В.Ф. Бейтельспахера	V.F. Beitelspakhera	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
В.Ф. Логиновым	V.F. Loginovym	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
В.Я. Родака	V.Ya. Rodaka	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Г.А. Татуловым	G.A. Tatulovym	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	2	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
Г.Б. Берндта	G.B. Berndta	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	5	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
Г.Б. Либермана	G.B. Libermana	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	6	1	КРЕМЛЕВСКОЕ ДЕЛО:1	automatic transliteration seed; human review recommended before production glossary
Г.Г. Матитайшвили	G.G. Matitaishvili	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Г.Е. Меерсона	G.E. Meersona	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
Г.К. Фельдмана	G.K. Feldmana	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Г.М. Маленкову	G.M. Malenkovu	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	2	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
