person	role	role_class	document_count	person_total_documents	share_of_person_documents
М.Ф. Шкирятову	заместитель	office_position	1	8	0.125
М.Ф. Шкирятову	начальник	office_position	1	8	0.125
М.Ф. Шкирятову	прокурор	office_position	1	8	0.125
М.Ф. Шкирятову	подсудимый	trial_role	1	8	0.125
М.Ф. Шкирятову	свидетель	trial_role	1	8	0.125
М.Х. Орлова	член	generic_membership	1	1	1.0
М.Х. Орлова	сотрудник	generic_staff	1	1	1.0
М.Х. Орлова	корреспондент	office_position	1	1	1.0
М.Х. Орлова	начальник	office_position	1	1	1.0
М.Х. Орлова	редактор	office_position	1	1	1.0
М.Х. Орлова	руководитель	office_position	1	1	1.0
М.Х. Орлова	секретарь	office_position	1	1	1.0
М.Х. Орлова	правый	political_label	1	1	1.0
М.Х. Орлова	троцкист	political_label	1	1	1.0
М.Я. Карпова	член	generic_membership	1	1	1.0
М.Я. Карпова	представитель	generic_representative	1	1	1.0
М.Я. Карпова	комиссар	office_position	1	1	1.0
М.Я. Карпова	начальник	office_position	1	1	1.0
М.Я. Карпова	редактор	office_position	1	1	1.0
М.Я. Карпова	руководитель	office_position	1	1	1.0
М.Я. Карпова	секретарь	office_position	1	1	1.0
М.Я. Карпова	правый	political_label	1	1	1.0
М.Я. Карпова	троцкист	political_label	1	1	1.0
М.Я. Презента	член	generic_membership	1	1	1.0
М.Я. Презента	сотрудник	generic_staff	1	1	1.0
М.Я. Презента	редактор	office_position	1	1	1.0
М.Я. Презента	секретарь	office_position	1	1	1.0
М.Я. Презента	правый	political_label	1	1	1.0
Молотов	представитель	generic_representative	1	6	0.1667
Молотов	сотрудник	generic_staff	1	6	0.1667
Молотов	директор	office_position	1	6	0.1667
Молотов	наркомвнудел	office_position	1	6	0.1667
Молотов	начальник	office_position	1	6	0.1667
Молотов	прокурор	office_position	1	6	0.1667
Н.А. Бобылева	член	generic_membership	1	1	1.0
Н.А. Бобылева	начальник	office_position	1	1	1.0
Н.А. Бобылева	руководитель	office_position	1	1	1.0
Н.А. Бобылева	троцкист	political_label	1	1	1.0
Н.А. Емельянова	член	generic_membership	1	1	1.0
Н.А. Емельянова	директор	office_position	1	1	1.0
Н.А. Емельянова	комиссар	office_position	1	1	1.0
Н.А. Емельянова	секретарь	office_position	1	1	1.0
Н.А. Карева	кандидат	generic_membership	1	4	0.25
Н.А. Карева	представитель	generic_representative	1	4	0.25
Н.А. Карева	сотрудник	generic_staff	1	4	0.25
Н.А. Карева	нарком	office_position	1	4	0.25
Н.А. Карева	редактор	office_position	1	4	0.25
Н.А. Королева	член	generic_membership	1	1	1.0
Н.А. Королева	заместитель	office_position	1	1	1.0
Н.А. Королева	начальник	office_position	1	1	1.0
Н.А. Королева	секретарь	office_position	1	1	1.0
Н.А. Королева	троцкист	political_label	1	1	1.0
Н.А. Королева	обвиняемый	trial_role	1	1	1.0
Н.А. Розенфельд	председатель	office_position	1	16	0.0625
Н.А. Розенфельд	редактор	office_position	1	16	0.0625
Н.А. Розенфельд	правый	political_label	1	16	0.0625
Н.А. Розенфельд	обвиняемый	trial_role	1	16	0.0625
Н.А. Розенфельд	подсудимый	trial_role	1	16	0.0625
Н.А. Угланова	представитель	generic_representative	1	6	0.1667
Н.А. Угланова	комиссар	office_position	1	6	0.1667
Н.А. Угланова	председатель	office_position	1	6	0.1667
Н.А. Угланова	секретарь	office_position	1	6	0.1667
Н.А. Угланова	троцкист	political_label	1	6	0.1667
Н.А. Углановым	секретарь	office_position	1	1	1.0
Н.А. Углановым	правый	political_label	1	1	1.0
Н.Б. Розенфельда	агент	accusatory_or_intelligence_label	1	5	0.2
Н.Б. Розенфельда	нарком	office_position	1	5	0.2
Н.Б. Розенфельда	начальник	office_position	1	5	0.2
Н.Б. Розенфельда	председатель	office_position	1	5	0.2
Н.Б. Розенфельда	редактор	office_position	1	5	0.2
Н.Б. Скаловой	член	generic_membership	1	2	0.5
Н.Б. Скаловой	директор	office_position	1	2	0.5
Н.Б. Скаловой	комиссар	office_position	1	2	0.5
Н.Б. Скаловой	посол	office_position	1	2	0.5
Н.Б. Скаловой	секретарь	office_position	1	2	0.5
Н.В. Буинцева	агент	accusatory_or_intelligence_label	1	2	0.5
Н.В. Буинцева	нарком	office_position	1	2	0.5
Н.В. Буинцева	начальник	office_position	1	2	0.5
Н.В. Буинцева	председатель	office_position	1	2	0.5
Н.В. Буинцева	руководитель	office_position	1	2	0.5
Н.В. Буинцева	правый	political_label	1	2	0.5
Н.В. Голубенко	редактор	office_position	1	11	0.0909
Н.В. Комогорова	член	generic_membership	1	1	1.0
Н.В. Комогорова	адвокат	office_position	1	1	1.0
Н.В. Комогорова	комиссар	office_position	1	1	1.0
Н.В. Комогорова	начальник	office_position	1	1	1.0
Н.В. Комогорова	редактор	office_position	1	1	1.0
Н.В. Комогорова	секретарь	office_position	1	1	1.0
Н.В. Комогорова	правый	political_label	1	1	1.0
Н.В. Комогорова	троцкист	political_label	1	1	1.0
Н.В. Комогорова	обвиняемый	trial_role	1	1	1.0
Н.Г. Андрейчука	член	generic_membership	1	1	1.0
Н.Г. Андрейчука	правый	political_label	1	1	1.0
Н.Г. Андрейчука	троцкист	political_label	1	1	1.0
Н.Г. Андрейчука	обвиняемый	trial_role	1	1	1.0
Н.Г. Ольховского	агент	accusatory_or_intelligence_label	1	1	1.0
Н.Г. Ольховского	член	generic_membership	1	1	1.0
Н.Г. Ольховского	директор	office_position	1	1	1.0
Н.Г. Ольховского	комиссар	office_position	1	1	1.0
Н.Г. Ольховского	нарком	office_position	1	1	1.0
Н.Г. Ольховского	начальник	office_position	1	1	1.0
Н.Г. Ольховского	руководитель	office_position	1	1	1.0
Н.Г. Ольховского	секретарь	office_position	1	1	1.0
Н.Г. Ольховского	правый	political_label	1	1	1.0
Н.Г. Ольховского	троцкист	political_label	1	1	1.0
Н.Г. Туманова	член	generic_membership	1	1	1.0
Н.Г. Туманова	адвокат	office_position	1	1	1.0
Н.Г. Туманова	комиссар	office_position	1	1	1.0
Н.Г. Туманова	нарком	office_position	1	1	1.0
Н.Г. Туманова	полпред	office_position	1	1	1.0
Н.Г. Туманова	секретарь	office_position	1	1	1.0
Н.Г. Туманова	троцкист	political_label	1	1	1.0
Н.Д. Зарицкого	следователь	office_position	1	1	1.0
Н.Е. Нилендера	член	generic_membership	1	1	1.0
Н.Е. Нилендера	директор	office_position	1	1	1.0
Н.Е. Нилендера	комиссар	office_position	1	1	1.0
Н.Е. Нилендера	руководитель	office_position	1	1	1.0
Н.Е. Нилендера	секретарь	office_position	1	1	1.0
Н.Е. Нилендера	троцкист	political_label	1	1	1.0
Н.И. Андреева	агент	accusatory_or_intelligence_label	1	1	1.0
Н.И. Андреева	член	generic_membership	1	1	1.0
Н.И. Андреева	представитель	generic_representative	1	1	1.0
Н.И. Андреева	сотрудник	generic_staff	1	1	1.0
Н.И. Андреева	заместитель	office_position	1	1	1.0
Н.И. Андреева	начальник	office_position	1	1	1.0
Н.И. Андреева	руководитель	office_position	1	1	1.0
Н.И. Бураго	агент	accusatory_or_intelligence_label	1	6	0.1667
Н.И. Гордона	директор	office_position	1	3	0.3333
Н.И. Гордона	председатель	office_position	1	3	0.3333
Н.И. Гордона	руководитель	office_position	1	3	0.3333
Н.И. Медникова	кандидат	generic_membership	1	1	1.0
Н.И. Медникова	член	generic_membership	1	1	1.0
Н.И. Медникова	директор	office_position	1	1	1.0
Н.И. Медникова	заместитель	office_position	1	1	1.0
Н.И. Медникова	комиссар	office_position	1	1	1.0
Н.И. Медникова	нарком	office_position	1	1	1.0
Н.И. Медникова	начальник	office_position	1	1	1.0
Н.И. Медникова	председатель	office_position	1	1	1.0
Н.И. Медникова	редактор	office_position	1	1	1.0
Н.И. Медникова	секретарь	office_position	1	1	1.0
Н.И. Медникова	правый	political_label	1	1	1.0
Н.И. Медникова	троцкист	political_label	1	1	1.0
Н.И. Мильгевского	член	generic_membership	1	1	1.0
Н.И. Мильгевского	директор	office_position	1	1	1.0
Н.И. Мильгевского	руководитель	office_position	1	1	1.0
Н.И. Мильгевского	троцкист	political_label	1	1	1.0
Н.И. Москалева	председатель	office_position	1	3	0.3333
Н.И. Муралова	начальник	office_position	1	2	0.5
Н.И. Муралова	председатель	office_position	1	2	0.5
Н.И. Муралова	руководитель	office_position	1	2	0.5
Н.И. Муралова	правый	political_label	1	2	0.5
Н.И. Муралова	обвиняемый	trial_role	1	2	0.5
Н.И. Мухина	агент	accusatory_or_intelligence_label	1	8	0.125
Н.И. Мухина	кандидат	generic_membership	1	8	0.125
Н.И. Мухина	представитель	generic_representative	1	8	0.125
Н.И. Мухина	директор	office_position	1	8	0.125
Н.И. Мухина	секретарь	office_position	1	8	0.125
Н.И. Третьякова	член	generic_membership	1	1	1.0
Н.И. Третьякова	заместитель	office_position	1	1	1.0
Н.И. Третьякова	нарком	office_position	1	1	1.0
Н.И. Третьякова	начальник	office_position	1	1	1.0
Н.И. Третьякова	секретарь	office_position	1	1	1.0
Н.И. Третьякова	правый	political_label	1	1	1.0
Н.И. Третьякова	троцкист	political_label	1	1	1.0
Н.И. Третьякова	обвиняемый	trial_role	1	1	1.0
Н.И. Трубиева	агент	accusatory_or_intelligence_label	1	1	1.0
Н.И. Трубиева	член	generic_membership	1	1	1.0
Н.И. Трубиева	заместитель	office_position	1	1	1.0
Н.И. Трубиева	комиссар	office_position	1	1	1.0
Н.И. Трубиева	начальник	office_position	1	1	1.0
Н.И. Трубиева	секретарь	office_position	1	1	1.0
Н.И. Трубиева	троцкист	political_label	1	1	1.0
Н.И. Трубиева	обвиняемый	trial_role	1	1	1.0
Н.К. Буянского	член	generic_membership	1	1	1.0
Н.К. Буянского	представитель	generic_representative	1	1	1.0
Н.К. Буянского	директор	office_position	1	1	1.0
Н.К. Буянского	заместитель	office_position	1	1	1.0
Н.К. Буянского	комиссар	office_position	1	1	1.0
Н.К. Буянского	нарком	office_position	1	1	1.0
Н.К. Буянского	начальник	office_position	1	1	1.0
Н.К. Буянского	секретарь	office_position	1	1	1.0
Н.К. Буянского	троцкист	political_label	1	1	1.0
Н.Л. Лурье	представитель	generic_representative	1	2	0.5
Н.Л. Лурье	нарком	office_position	1	2	0.5
Н.Л. Лурье	начальник	office_position	1	2	0.5
Н.Л. Лурье	посол	office_position	1	2	0.5
Н.Л. Лурье	правый	political_label	1	2	0.5
Н.М. Букалова	вредитель	accusatory_label	1	1	1.0
Н.М. Букалова	сотрудник	generic_staff	1	1	1.0
Н.М. Букалова	директор	office_position	1	1	1.0
Н.М. Букалова	заместитель	office_position	1	1	1.0
Н.М. Букалова	комиссар	office_position	1	1	1.0
Н.М. Букалова	начальник	office_position	1	1	1.0
Н.М. Букалова	председатель	office_position	1	1	1.0
Н.М. Букалова	прокурор	office_position	1	1	1.0
Н.М. Букалова	редактор	office_position	1	1	1.0
Н.М. Букалова	руководитель	office_position	1	1	1.0
Н.М. Букалова	секретарь	office_position	1	1	1.0
Н.М. Букалова	правый	political_label	1	1	1.0
Н.М. Букалова	троцкист	political_label	1	1	1.0
Н.М. Гальперина	член	generic_membership	1	1	1.0
Н.М. Гальперина	троцкист	political_label	1	1	1.0
Н.М. Лукина-Бухарина	член	generic_membership	1	3	0.3333
Н.М. Лукина-Бухарина	прокурор	office_position	1	3	0.3333
Н.М. Лукина-Бухарина	троцкист	political_label	1	3	0.3333
Н.М. Маторина	председатель	office_position	1	2	0.5
Н.М. Маторина	руководитель	office_position	1	2	0.5
Н.М. Маторина	следователь	office_position	1	2	0.5
Н.М. Насонова	член	generic_membership	1	2	0.5
Н.М. Насонова	руководитель	office_position	1	2	0.5
Н.М. Насонова	правый	political_label	1	2	0.5
Н.Н. Алексеева	нарком	office_position	1	2	0.5
Н.Н. Ванага	член	generic_membership	1	1	1.0
Н.Н. Ванага	представитель	generic_representative	1	1	1.0
Н.Н. Ванага	директор	office_position	1	1	1.0
Н.Н. Ванага	редактор	office_position	1	1	1.0
Н.Н. Ванага	руководитель	office_position	1	1	1.0
Н.Н. Ванага	троцкист	political_label	1	1	1.0
Н.Н. Колотилина	секретарь	office_position	1	1	1.0
Н.Н. Колотилина	троцкист	political_label	1	1	1.0
Н.Н. Крестинского	полпред	office_position	1	3	0.3333
Н.Н. Крестинского	правый	political_label	1	3	0.3333
Н.Н. Крестинского	троцкист	political_label	1	3	0.3333
Н.Н. Мищенко	член	generic_membership	1	2	0.5
Н.Н. Мищенко	сотрудник	generic_staff	1	2	0.5
Н.Н. Мищенко	троцкист	political_label	1	2	0.5
Н.Н. Мищенко	обвиняемый	trial_role	1	2	0.5
Н.Н. Соина	член	generic_membership	1	1	1.0
Н.Н. Соина	сотрудник	generic_staff	1	1	1.0
Н.Н. Соина	начальник	office_position	1	1	1.0
Н.Н. Соина	председатель	office_position	1	1	1.0
Н.Н. Соина	следователь	office_position	1	1	1.0
Н.Н. Шатским	секретарь	office_position	1	3	0.3333
Н.Н. Шатского	троцкист	political_label	1	2	0.5
Н.П. Гаврилова	член	generic_membership	1	1	1.0
Н.П. Гаврилова	начальник	office_position	1	1	1.0
Н.П. Гаврилова	троцкист	political_label	1	1	1.0
Н.П. Гаврилова	обвиняемый	trial_role	1	1	1.0
Н.П. Глебов-Авилов	представитель	generic_representative	1	3	0.3333
Н.П. Глебов-Авилов	заместитель	office_position	1	3	0.3333
Н.П. Глебов-Авилов	нарком	office_position	1	3	0.3333
Н.П. Глебов-Авилов	руководитель	office_position	1	3	0.3333
Н.П. Глебов-Авилов	правый	political_label	1	3	0.3333
Н.П. Глебов-Авилов	свидетель	trial_role	1	3	0.3333
Н.П. Михетко	сотрудник	generic_staff	1	3	0.3333
Н.П. Михетко	нарком	office_position	1	3	0.3333
Н.П. Михетко	председатель	office_position	1	3	0.3333
Н.П. Михетко	руководитель	office_position	1	3	0.3333
Н.П. Михетко	обвиняемый	trial_role	1	3	0.3333
Н.П. Мясникова	представитель	generic_representative	1	7	0.1429
Н.П. Мясникова	сотрудник	generic_staff	1	7	0.1429
Н.П. Мясникова	председатель	office_position	1	7	0.1429
Н.П. Мясникова	руководитель	office_position	1	7	0.1429
Н.П. Мясниковым	нарком	office_position	1	3	0.3333
Н.Р. Кикнадзе	член	generic_membership	1	1	1.0
Н.Р. Кикнадзе	троцкист	political_label	1	1	1.0
Н.Р. Кикнадзе	обвиняемый	trial_role	1	1	1.0
Н.С. Антонова	директор	office_position	1	10	0.1
Н.С. Антонова	руководитель	office_position	1	10	0.1
Н.С. Антоновым	секретарь	office_position	1	3	0.3333
Н.С. Антоновым	троцкист	political_label	1	3	0.3333
Н.С. Веритовой	член	generic_membership	1	1	1.0
Н.С. Веритовой	троцкист	political_label	1	1	1.0
Н.С. Сычева	член	generic_membership	1	1	1.0
Н.С. Сычева	заместитель	office_position	1	1	1.0
Н.С. Сычева	комиссар	office_position	1	1	1.0
Н.С. Сычева	нарком	office_position	1	1	1.0
Н.С. Сычева	начальник	office_position	1	1	1.0
Н.С. Сычева	руководитель	office_position	1	1	1.0
Н.С. Сычева	секретарь	office_position	1	1	1.0
Н.С. Сычева	правый	political_label	1	1	1.0
Н.С. Сычева	троцкист	political_label	1	1	1.0
Н.С. Сычева	обвиняемый	trial_role	1	1	1.0
Н.С. Хрущева	нарком	office_position	1	1	1.0
Н.С. Хрущева	секретарь	office_position	1	1	1.0
Н.Ф. Печерского	член	generic_membership	1	1	1.0
Н.Ф. Печерского	сотрудник	generic_staff	1	1	1.0
Н.Ф. Печерского	директор	office_position	1	1	1.0
Н.Ф. Печерского	комиссар	office_position	1	1	1.0
Н.Ф. Печерского	председатель	office_position	1	1	1.0
Н.Ф. Печерского	руководитель	office_position	1	1	1.0
Н.Ф. Печерского	секретарь	office_position	1	1	1.0
Н.Ф. Печерского	троцкист	political_label	1	1	1.0
Н.Ф. Печерского	обвиняемый	trial_role	1	1	1.0
О.А. Лидака	директор	office_position	1	1	1.0
О.А. Лидака	заместитель	office_position	1	1	1.0
О.А. Лидака	комиссар	office_position	1	1	1.0
О.А. Лидака	председатель	office_position	1	1	1.0
О.А. Лидака	секретарь	office_position	1	1	1.0
О.А. Лидака	троцкист	political_label	1	1	1.0
О.А. Мешковской	член	generic_membership	1	1	1.0
О.А. Мешковской	сотрудник	generic_staff	1	1	1.0
О.А. Мешковской	директор	office_position	1	1	1.0
О.А. Мешковской	заместитель	office_position	1	1	1.0
О.А. Мешковской	комиссар	office_position	1	1	1.0
О.А. Мешковской	руководитель	office_position	1	1	1.0
О.А. Мешковской	секретарь	office_position	1	1	1.0
О.А. Мешковской	троцкист	political_label	1	1	1.0
О.П. Дзениса	кандидат	generic_membership	1	2	0.5
О.П. Дзениса	представитель	generic_representative	1	2	0.5
О.П. Дзениса	директор	office_position	1	2	0.5
О.П. Дзениса	заместитель	office_position	1	2	0.5
О.П. Дзениса	нарком	office_position	1	2	0.5
О.П. Дзениса	редактор	office_position	1	2	0.5
О.П. Дзениса	обвиняемый	trial_role	1	2	0.5
О.Ф. Янкуса	агент	accusatory_or_intelligence_label	1	1	1.0
О.Ф. Янкуса	член	generic_membership	1	1	1.0
О.Ф. Янкуса	представитель	generic_representative	1	1	1.0
О.Ф. Янкуса	сотрудник	generic_staff	1	1	1.0
О.Ф. Янкуса	комиссар	office_position	1	1	1.0
О.Ф. Янкуса	начальник	office_position	1	1	1.0
О.Ф. Янкуса	председатель	office_position	1	1	1.0
О.Ф. Янкуса	редактор	office_position	1	1	1.0
О.Ф. Янкуса	руководитель	office_position	1	1	1.0
О.Ф. Янкуса	секретарь	office_position	1	1	1.0
О.Ф. Янкуса	троцкист	political_label	1	1	1.0
Ольберг	вредитель	accusatory_label	1	94	0.0106
Ольберг	начальник	office_position	1	94	0.0106
Ольберг	судья	office_position	1	94	0.0106
П.А. Бака	член	generic_membership	1	1	1.0
П.А. Бака	секретарь	office_position	1	1	1.0
П.А. Залуцкого	кандидат	generic_membership	1	3	0.3333
П.А. Залуцкого	член	generic_membership	1	3	0.3333
П.А. Залуцкого	руководитель	office_position	1	3	0.3333
П.А. Залуцкого	секретарь	office_position	1	3	0.3333
П.А. Залуцкого	правый	political_label	1	3	0.3333
П.А. Коваленко	сотрудник	generic_staff	1	5	0.2
П.А. Коваленко	комиссар	office_position	1	5	0.2
П.А. Коваленко	нарком	office_position	1	5	0.2
П.А. Коваленко	секретарь	office_position	1	5	0.2
П.А. Коваленко	правый	political_label	1	5	0.2
П.А. Коркину	член	generic_membership	1	1	1.0
П.А. Коркину	следователь	office_position	1	1	1.0
П.А. Кравкова	член	generic_membership	1	1	1.0
П.А. Кравкова	нарком	office_position	1	1	1.0
П.А. Кравкова	руководитель	office_position	1	1	1.0
П.А. Кравкова	секретарь	office_position	1	1	1.0
П.А. Кравкова	троцкист	political_label	1	1	1.0
П.А. Липшица	комиссар	office_position	1	2	0.5
П.А. Липшица	нарком	office_position	1	2	0.5
П.А. Липшица	начальник	office_position	1	2	0.5
П.А. Липшица	руководитель	office_position	1	2	0.5
П.А. Липшица	секретарь	office_position	1	2	0.5
П.А. Липшица	троцкист	political_label	1	2	0.5
П.А. Липшица	подсудимый	trial_role	1	2	0.5
П.А. Николаева	член	generic_membership	1	10	0.1
П.А. Николаева	директор	office_position	1	10	0.1
П.А. Николаева	заместитель	office_position	1	10	0.1
П.А. Николаева	председатель	office_position	1	10	0.1
П.А. Николаева	секретарь	office_position	1	10	0.1
П.А. Николаева	правый	political_label	1	10	0.1
П.В. Чистову	агент	accusatory_or_intelligence_label	1	1	1.0
П.В. Чистову	член	generic_membership	1	1	1.0
П.В. Чистову	директор	office_position	1	1	1.0
П.В. Чистову	следователь	office_position	1	1	1.0
П.В. Чистову	троцкист	political_label	1	1	1.0
П.Г. Орлова	член	generic_membership	1	1	1.0
П.Г. Орлова	нарком	office_position	1	1	1.0
П.Г. Орлова	начальник	office_position	1	1	1.0
П.Г. Орлова	троцкист	political_label	1	1	1.0
П.Г. Орлова	обвиняемый	trial_role	1	1	1.0
П.Г. Петровского	агент	accusatory_or_intelligence_label	1	2	0.5
П.Г. Петровского	кандидат	generic_membership	1	2	0.5
П.И. Бакаева	редактор	office_position	1	1	1.0
П.И. Бакаева	троцкист	political_label	1	1	1.0
П.И. Бакаева	подсудимый	trial_role	1	1	1.0
П.И. Бескиной	адвокат	office_position	1	6	0.1667
П.И. Бескиной	заместитель	office_position	1	6	0.1667
П.И. Бескиной	нарком	office_position	1	6	0.1667
П.И. Бескиной	посол	office_position	1	6	0.1667
П.И. Бескиной	троцкист	political_label	1	6	0.1667
П.И. Бескиной	обвиняемый	trial_role	1	6	0.1667
П.И. Гордеевой	председатель	office_position	1	3	0.3333
П.И. Гордеевой	секретарь	office_position	1	3	0.3333
П.И. Гордеевой	троцкист	political_label	1	3	0.3333
П.И. Жиромского	сотрудник	generic_staff	1	1	1.0
П.И. Жиромского	нарком	office_position	1	1	1.0
П.И. Жиромского	начальник	office_position	1	1	1.0
П.И. Жиромского	секретарь	office_position	1	1	1.0
П.И. Решетниченко	член	generic_membership	1	1	1.0
П.И. Решетниченко	представитель	generic_representative	1	1	1.0
П.И. Решетниченко	начальник	office_position	1	1	1.0
П.И. Решетниченко	руководитель	office_position	1	1	1.0
П.И. Решетниченко	троцкист	political_label	1	1	1.0
П.И. Шабалкина	член	generic_membership	1	1	1.0
П.И. Шабалкина	комиссар	office_position	1	1	1.0
П.И. Шабалкина	руководитель	office_position	1	1	1.0
П.И. Шабалкина	секретарь	office_position	1	1	1.0
П.И. Шабалкина	правый	political_label	1	1	1.0
П.И. Шабалкина	троцкист	political_label	1	1	1.0
П.К. Александрова	представитель	generic_representative	1	2	0.5
П.К. Александрова	комиссар	office_position	1	2	0.5
П.К. Александрова	нарком	office_position	1	2	0.5
П.К. Александрова	руководитель	office_position	1	2	0.5
П.К. Александрова	секретарь	office_position	1	2	0.5
П.К. Александрова	правый	political_label	1	2	0.5
П.К. Александрова	троцкист	political_label	1	2	0.5
П.К. Башенкова	секретарь	office_position	1	1	1.0
П.К. Башенкова	правый	political_label	1	1	1.0
П.М. Репникова	член	generic_membership	1	2	0.5
П.М. Репникова	представитель	generic_representative	1	2	0.5
П.М. Репникова	директор	office_position	1	2	0.5
П.М. Репникова	заместитель	office_position	1	2	0.5
П.М. Репникова	начальник	office_position	1	2	0.5
П.М. Репникова	секретарь	office_position	1	2	0.5
П.М. Репникова	правый	political_label	1	2	0.5
П.Н. Кашина	член	generic_membership	1	1	1.0
П.Н. Кашина	директор	office_position	1	1	1.0
П.Н. Кашина	председатель	office_position	1	1	1.0
П.Н. Кашина	прокурор	office_position	1	1	1.0
П.Н. Кашина	руководитель	office_position	1	1	1.0
П.Н. Кашина	секретарь	office_position	1	1	1.0
П.Н. Кашина	правый	political_label	1	1	1.0
П.Н. Кашина	троцкист	political_label	1	1	1.0
П.Н. Кашина	свидетель	trial_role	1	1	1.0
П.Н. Королева	член	generic_membership	1	1	1.0
П.Н. Королева	директор	office_position	1	1	1.0
П.Н. Королева	комиссар	office_position	1	1	1.0
П.Н. Королева	нарком	office_position	1	1	1.0
П.Н. Королева	секретарь	office_position	1	1	1.0
П.Н. Королева	правый	political_label	1	1	1.0
П.Н. Нечаева	кандидат	generic_membership	1	2	0.5
П.Н. Нечаева	руководитель	office_position	1	2	0.5
П.Н. Рокоса	член	generic_membership	1	1	1.0
П.Н. Рокоса	сотрудник	generic_staff	1	1	1.0
П.Н. Рокоса	заместитель	office_position	1	1	1.0
П.Н. Рокоса	комиссар	office_position	1	1	1.0
П.Н. Рокоса	нарком	office_position	1	1	1.0
П.Н. Рокоса	начальник	office_position	1	1	1.0
П.Н. Рокоса	секретарь	office_position	1	1	1.0
П.Н. Рокоса	троцкист	political_label	1	1	1.0
П.Н. Рокоса	обвиняемый	trial_role	1	1	1.0
П.П. Бурмистрова	троцкист	political_label	1	2	0.5
П.П. Григорьева	кандидат	generic_membership	1	1	1.0
П.П. Григорьева	член	generic_membership	1	1	1.0
П.П. Григорьева	директор	office_position	1	1	1.0
П.П. Григорьева	нарком	office_position	1	1	1.0
П.П. Григорьева	начальник	office_position	1	1	1.0
П.П. Григорьева	секретарь	office_position	1	1	1.0
П.П. Григорьева	троцкист	political_label	1	1	1.0
П.П. Григорьева	свидетель	trial_role	1	1	1.0
П.П. Северова	секретарь	office_position	1	2	0.5
П.П. Северовым	член	generic_membership	1	1	1.0
П.П. Северовым	обвиняемый	trial_role	1	1	1.0
П.Т. Богачева	член	generic_membership	1	1	1.0
П.Т. Богачева	комиссар	office_position	1	1	1.0
П.Т. Богачева	начальник	office_position	1	1	1.0
П.Т. Богачева	секретарь	office_position	1	1	1.0
П.Т. Богачева	троцкист	political_label	1	1	1.0
П.Т. Богачева	обвиняемый	trial_role	1	1	1.0
П.Т. Богачева	свидетель	trial_role	1	1	1.0
П.Ф. Зайцева	кандидат	generic_membership	1	3	0.3333
П.Ф. Зайцева	представитель	generic_representative	1	3	0.3333
П.Ф. Зайцева	нарком	office_position	1	3	0.3333
П.Ф. Зайцева	прокурор	office_position	1	3	0.3333
П.Ф. Зайцева	правый	political_label	1	3	0.3333
П.Ф. Полякова	сотрудник	generic_staff	1	2	0.5
П.Ф. Полякова	заместитель	office_position	1	2	0.5
П.Ф. Полякова	нарком	office_position	1	2	0.5
П.Ф. Полякова	начальник	office_position	1	2	0.5
П.Ф. Поляковым	обвиняемый	trial_role	1	1	1.0
П.Ф. Сапожникова	сотрудник	generic_staff	1	3	0.3333
П.Ф. Сапожникова	заместитель	office_position	1	3	0.3333
П.Ф. Сапожникова	нарком	office_position	1	3	0.3333
П.Ф. Сапожникова	прокурор	office_position	1	3	0.3333
П.Ф. Сапожникова	редактор	office_position	1	3	0.3333
П.Э. Роцкана	председатель	office_position	1	3	0.3333
П.Э. Роцкана	секретарь	office_position	1	3	0.3333
П.Э. Роцкана	правый	political_label	1	3	0.3333
Пригожин	корреспондент	office_position	1	2	0.5
Пригожин	руководитель	office_position	1	2	0.5
Пригожин	правый	political_label	1	2	0.5
Пригожин	обвиняемый	trial_role	1	2	0.5
Пятаков	директор	office_position	1	22	0.0455
Пятаков	корреспондент	office_position	1	22	0.0455
Р.А. Грюнштейн	член	generic_membership	1	1	1.0
Р.А. Грюнштейн	комиссар	office_position	1	1	1.0
Р.А. Грюнштейн	начальник	office_position	1	1	1.0
Р.А. Грюнштейн	руководитель	office_position	1	1	1.0
Р.А. Грюнштейн	секретарь	office_position	1	1	1.0
Р.А. Грюнштейн	троцкист	political_label	1	1	1.0
Р.А. Петерсона	сотрудник	generic_staff	1	2	0.5
Р.А. Петерсона	заместитель	office_position	1	2	0.5
Р.А. Петерсона	комиссар	office_position	1	2	0.5
Р.А. Петерсона	нарком	office_position	1	2	0.5
Р.А. Петерсона	начальник	office_position	1	2	0.5
Р.А. Петерсона	руководитель	office_position	1	2	0.5
Р.В. Пикеля	сотрудник	generic_staff	1	4	0.25
Р.В. Пикеля	директор	office_position	1	4	0.25
Р.В. Пикеля	заместитель	office_position	1	4	0.25
Р.В. Пикеля	корреспондент	office_position	1	4	0.25
Р.В. Пикеля	полпред	office_position	1	4	0.25
Р.В. Пикеля	посол	office_position	1	4	0.25
Р.В. Пикеля	председатель	office_position	1	4	0.25
Р.В. Пикеля	следователь	office_position	1	4	0.25
Р.В. Пикеля	правый	political_label	1	4	0.25
Р.В. Пикеля	обвиняемый	trial_role	1	4	0.25
Р.Г. Миндель	член	generic_membership	1	1	1.0
Р.Г. Миндель	сотрудник	generic_staff	1	1	1.0
Р.Г. Миндель	нарком	office_position	1	1	1.0
Р.Г. Миндель	начальник	office_position	1	1	1.0
Р.Г. Миндель	прокурор	office_position	1	1	1.0
Р.Г. Миндель	редактор	office_position	1	1	1.0
Р.Г. Миндель	секретарь	office_position	1	1	1.0
