document_post_id	document_title	primary_process	content_chars	package_likelihood	detected_attachment_count	detected_attachment_types	detected_markers	first_marker_position	cover_note_likely	embedded_interrogation_protocol	embedded_list	embedded_memo	embedded_diary	embedded_theses	embedded_reference_note	embedded_draft_project	recommended_package_strategy	notes
7476	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса О.П. Дзениса	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	12746	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7517	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.А. Молчанова	ПРОЦЕСС 2-12 МАРТА 1938 г.	49920	strong	4	generic_attachment|interrogation_protocol|list|memo	записка|направляю|приложение|протокол допроса|с приложением|список	38	yes	yes	yes	yes	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7542	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.С. Дорофеева	ПРОЦЕСС 2-12 МАРТА 1938 г.	15019	strong	3	generic_attachment|interrogation_protocol|reference_note	направляю|приложение|протокол допроса|с приложением|справка	38	yes	yes	no	no	no	no	yes	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7548	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.Я. Любарского и выписки из протокола заседания бюро ГК ВКП(б) г. Шахты	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	39952	strong	3	generic_attachment|interrogation_protocol|theses	направляю|прилагаю|приложение|протокол допроса|с приложением|тезисы	38	yes	yes	no	no	no	yes	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7550	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.М. Ерофицкого	ПРОЦЕСС 2-12 МАРТА 1938 г.	23603	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7553	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.М. Луцука	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	23048	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7555	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.А. Яковлева	ПРОЦЕСС 2-12 МАРТА 1938 г.	40004	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7561	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.П. Нестерова	ПРОЦЕСС 2-12 МАРТА 1938 г.	58282	strong	3	generic_attachment|interrogation_protocol|theses	направляю|приложение|протокол допроса|с приложением|тезисы	38	yes	yes	no	no	no	yes	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7572	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.М. Карпова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	12405	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7574	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Д.Я. Александрова	ПРОЦЕСС 2-12 МАРТА 1938 г.	15465	strong	3	generic_attachment|interrogation_protocol|reference_note	приложение|протокол допроса|с приложением|справка	38	yes	yes	no	no	no	no	yes	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7576	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.Г. Мдивани	ПРОЦЕСС 2-12 МАРТА 1938 г.	34870	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7582	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Я.А. Лившица	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	14760	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7602	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.С. Богуславского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	10483	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7604	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Д.П. Бухарцева	ПРОЦЕСС 2-12 МАРТА 1938 г.	4390	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7607	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Д.С. Зенцова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	10971	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7613	Спецсообщение Н.И. Ежова И.В. Сталину о В.Г. Яковенко	ПРОЦЕСС 2-12 МАРТА 1938 г.	3063	none	0				no	no	no	no	no	no	no	no	simple_special_report	align with blueprint header_body_attachment_block
7623	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.Г. Козелева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	25709	strong	3	diary|generic_attachment|interrogation_protocol	дневник|направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	yes	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7625	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Г. Грольмана	ПРОЦЕСС 2-12 МАРТА 1938 г.	41518	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7627	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса П.К. Александрова	ПРОЦЕСС 2-12 МАРТА 1938 г.	40368	strong	3	generic_attachment|interrogation_protocol|reference_note	выдержки из показаний|направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	yes	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7630	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Н. Слепкова	ПРОЦЕСС 2-12 МАРТА 1938 г.	33541	strong	4	generic_attachment|interrogation_protocol|memo|theses	записка|направляю|приложение|протокол допроса|с приложением|тезисы	38	yes	yes	no	yes	no	yes	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7644	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.Г. Козелева	ПРОЦЕСС 2-12 МАРТА 1938 г.	41319	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7654	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.Н. Миронова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	27197	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7656	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Я.К. Яглома	ПРОЦЕСС 2-12 МАРТА 1938 г.	28932	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7662	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.В. Кузьмина	ПРОЦЕСС 2-12 МАРТА 1938 г.	26982	strong	5	diary|generic_attachment|interrogation_protocol|reference_note|theses	выдержки из показаний|дневник|направляю|приложение|протокол допроса|с приложением|тезисы	38	yes	yes	no	no	yes	yes	yes	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7673	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.В. Шмидта	ПРОЦЕСС 2-12 МАРТА 1938 г.	27678	strong	3	generic_attachment|interrogation_protocol|memo	записка|направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	yes	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7687	Спецсообщение Н.И. Ежова И.В. Сталину с приложением стенограммы очной ставки между А.И. Рыковым и С.Н. Радиным	ПРОЦЕСС 2-12 МАРТА 1938 г.	27820	strong	1	generic_attachment	направляю|приложение|с приложением	38	yes	no	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7693	Спецсообщение Н.И. Ежова И.В. Сталину с приложением стенограммы очной ставки между А.И. Рыковым и Б.П. Нестеровым	ПРОЦЕСС 2-12 МАРТА 1938 г.	21083	strong	1	generic_attachment	направляю|приложение|с приложением	38	yes	no	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7705	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Л. Левина	ПРОЦЕСС 2-12 МАРТА 1938 г.	23151	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7707	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.С. Раввы	ПРОЦЕСС 2-12 МАРТА 1938 г.	32726	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7709	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса И.Н. Маевского	ПРОЦЕСС 2-12 МАРТА 1938 г.	21147	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7711	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.С. Герасимато	ПРОЦЕСС 2-12 МАРТА 1938 г.	13154	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7713	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.М. Марьясина	ПРОЦЕСС 2-12 МАРТА 1938 г.	34034	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7715	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.М. Марьясина	ПРОЦЕСС 2-12 МАРТА 1938 г.	18870	strong	3	generic_attachment|interrogation_protocol|reference_note	направляю|приложение|протокол допроса|с приложением|справка	38	yes	yes	no	no	no	no	yes	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7724	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Г. Яковенко	ПРОЦЕСС 2-12 МАРТА 1938 г.	42554	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7726	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.А. Табанакова	ПРОЦЕСС 2-12 МАРТА 1938 г.	24278	strong	2	generic_attachment|interrogation_protocol	приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7756	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.В. Бурштейна	ПРОЦЕСС 2-12 МАРТА 1938 г.	39371	strong	4	generic_attachment|interrogation_protocol|memo|reference_note	записка|направляю|приложение|протокол допроса|с приложением|справка	38	yes	yes	no	yes	no	no	yes	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7762	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.М. Оберталлера	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	24830	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7779	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Д.П. Розита	ПРОЦЕСС 2-12 МАРТА 1938 г.	24063	strong	3	generic_attachment|interrogation_protocol|theses	направляю|приложение|протокол допроса|с приложением|тезисы	38	yes	yes	no	no	no	yes	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7784	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления Г.Я. Сокольникова Н.И. Ежову	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1287	strong	1	generic_attachment	направляю|приложение|с приложением	38	yes	no	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7787	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.Д. Зайцева	ПРОЦЕСС 2-12 МАРТА 1938 г.	46127	strong	3	generic_attachment|interrogation_protocol|theses	направляю|приложение|протокол допроса|с приложением|тезисы	38	yes	yes	no	no	no	yes	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7789	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Т.Р. Левиной	ПРОЦЕСС 2-12 МАРТА 1938 г.	32394	strong	3	generic_attachment|interrogation_protocol|theses	приложение|протокол допроса|с приложением|тезисы	38	yes	yes	no	no	no	yes	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7792	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.Н. Радина	ПРОЦЕСС 2-12 МАРТА 1938 г.	53671	strong	3	generic_attachment|interrogation_protocol|theses	направляю|приложение|протокол допроса|с приложением|тезисы	38	yes	yes	no	no	no	yes	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7794	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.П. Метальникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	19358	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7800	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.Ф. Дитятевой	ПРОЦЕСС 2-12 МАРТА 1938 г.	23341	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7811	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.М. Марьясина	ПРОЦЕСС 2-12 МАРТА 1938 г.	16613	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7815	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.К. Язовских	ПРОЦЕСС 2-12 МАРТА 1938 г.	18209	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7818	Спецсообщение Н.И. Ежова И.В. Сталину о следствии по делу вредителей в системе хлеботорговли в Свердловске	ПРОЦЕСС 2-12 МАРТА 1938 г.	7617	possible	1	interrogation_protocol	протокол допроса	3645	no	yes	no	no	no	no	no	no	cover_plus_attachment_detection	align with blueprint header_body_attachment_block
7826	Спецсообщение Н.И. Ежова И.В. Сталину с приложение протокола очной ставки между С.Х. Варданианом и Л.С. Тер-Минасовым	ПРОЦЕСС 2-12 МАРТА 1938 г.	4285	possible	0		направляю|приложение	40	no	no	no	no	no	no	no	no	cover_plus_attachment_detection	weak marker only; requires human review; align with blueprint header_body_attachment_block
7840	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.Г. Белобородова	ПРОЦЕСС 2-12 МАРТА 1938 г.	56651	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7849	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса К.А. Оганесова	ПРОЦЕСС 2-12 МАРТА 1938 г.	17725	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7853	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Д. Томленова	ПРОЦЕСС 2-12 МАРТА 1938 г.	23591	strong	3	generic_attachment|interrogation_protocol|list	приложение|протокол допроса|с приложением|список	38	yes	yes	yes	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7855	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.М. Зорина	ПРОЦЕСС 2-12 МАРТА 1938 г.	7003	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7862	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.А. Розенцвейга	ПРОЦЕСС 2-12 МАРТА 1938 г.	20165	strong	2	generic_attachment|interrogation_protocol	приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7878	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Ф. Головина	ПРОЦЕСС 2-12 МАРТА 1938 г.	44167	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7885	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления и протокола допроса И.Н. Маевского	ПРОЦЕСС 2-12 МАРТА 1938 г.	22494	strong	2	generic_attachment|interrogation_protocol	направляю|прилагаю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7906	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.Ф. Овчинникова	ПРОЦЕСС 2-12 МАРТА 1938 г.	8172	strong	2	generic_attachment|interrogation_protocol	направляю|прилагаю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7913	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.Ф. Головина	ПРОЦЕСС 2-12 МАРТА 1938 г.	34052	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7915	Спецсообщение Я.С. Агранова И.В. Сталину с приложением протокола допроса А.И. Емшанова	ПРОЦЕСС 2-12 МАРТА 1938 г.	37103	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	41	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7930	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Я.Ю. Харита	ПРОЦЕСС 2-12 МАРТА 1938 г.	29196	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7942	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.А. Яковлева	ПРОЦЕСС 2-12 МАРТА 1938 г.	8648	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7945	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Я. Карпова	ПРОЦЕСС 2-12 МАРТА 1938 г.	18803	strong	2	generic_attachment|interrogation_protocol	приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7948	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса П.Н. Рокоса	ПРОЦЕСС 2-12 МАРТА 1938 г.	22212	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7950	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.Д. Арефьева	ПРОЦЕСС 2-12 МАРТА 1938 г.	28978	strong	3	generic_attachment|interrogation_protocol|memo	записка|направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	yes	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7952	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.В. Носова	ПРОЦЕСС 2-12 МАРТА 1938 г.	36612	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7954	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.Е. Алдаданова	ПРОЦЕСС 2-12 МАРТА 1938 г.	29871	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7965	Спецсообщение Л.Г. Миронова И.В. Сталину о ликвидации троцкистской организации на березовском заводе “Уралзолото”.	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	4854	none	0				no	no	no	no	no	no	no	no	simple_special_report	align with blueprint header_body_attachment_block
7972	Спецсообщение Н.И. Ежова И.В. Сталину с приложением докладной записки С.А. Гоглидзе о троцкистском центре в Грузинской ССР	ПРОЦЕСС 2-12 МАРТА 1938 г.	18564	strong	3	generic_attachment|interrogation_protocol|memo	записка|направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	yes	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7986	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Ф. Постоловского	ПРОЦЕСС 2-12 МАРТА 1938 г.	11742	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7988	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления Д.П. Марецкого Н.И. Ежову	ПРОЦЕСС 2-12 МАРТА 1938 г.	80657	strong	3	generic_attachment|memo|theses	записка|меморандум|направляю|приложение|с приложением|тезисы	38	yes	no	no	yes	no	yes	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
7995	Спецсообщение Н.И. Ежова И.В. Сталину с приложением тюремных записок В.В. Кузьмина	ПРОЦЕСС 2-12 МАРТА 1938 г.	179437	strong	3	diary|generic_attachment|theses	дневник|направляю|приложение|с приложением|тезисы	38	yes	no	no	no	yes	yes	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
8001	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.И. Дуката	ПРОЦЕСС 2-12 МАРТА 1938 г.	19158	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
8003	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.И. Кармалитова	ПРОЦЕСС 2-12 МАРТА 1938 г.	34990	strong	3	generic_attachment|interrogation_protocol|list	направляю|приложение|протокол допроса|с приложением|список	38	yes	yes	yes	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
8009	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса С.П. Калашникова	ПРОЦЕСС 2-12 МАРТА 1938 г.	14775	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
8020	Спецсообщение Н.И. Ежова И.В. Сталину с просьбой о санкции на арест С.М. Тамаркина	ПРОЦЕСС 2-12 МАРТА 1938 г.	1897	none	0				no	no	no	no	no	no	no	no	simple_special_report	align with blueprint header_body_attachment_block
8042	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.Л. Колесникова	ПРОЦЕСС 2-12 МАРТА 1938 г.	24083	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
8045	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления К.Н. Лукницкого Н.И. Ежову	ПРОЦЕСС 2-12 МАРТА 1938 г.	25526	strong	1	generic_attachment	направляю|приложение|с приложением	38	yes	no	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
8048	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Л.Д. Гогоберидзе	ПРОЦЕСС 2-12 МАРТА 1938 г.	63717	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
8132	Спецсообщение Н.И. Ежова И.В. Сталина с приложением протокола допроса В.А. Котова	ПРОЦЕСС 2-12 МАРТА 1938 г.	21143	strong	2	generic_attachment|interrogation_protocol	направляю|приложение|протокол допроса|с приложением	38	yes	yes	no	no	no	no	no	no	package_split_before_chunking	explicit с приложением marker; align with blueprint header_body_attachment_block
